packerid,casingtubingid,packerdepth,packertype,createddate,updateddate,deleteddate,entl_region,entl_country,entl_state,entl_county,entl_offshorecode,region,country,stateprovince,county,field,basinname,district
996051,7829777,3459.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
996050,7829687,3093.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
996049,7829587,4160.0,,2018-12-11 06:22:02.833,2019-03-16 05:31:58.860,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
996048,7829458,2674.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
996047,7829347,7096.0,,2018-12-11 06:22:02.833,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,BRACEWELL,DENVER JULESBURG,
996046,7829295,4006.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
996045,7829194,4300.0,,2018-12-11 06:22:02.833,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,SPINDLE,DENVER JULESBURG,
996044,7829036,7750.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
996043,7828112,4950.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,SPINDLE,DENVER JULESBURG,
996042,7827848,3400.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
996041,7827698,3646.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
996040,7827382,7597.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
996039,7827317,2969.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
996038,7827188,2759.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
996037,7827079,3721.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
996036,7826998,4294.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,WASHINGTON,,NAM,US,CO,WASHINGTON,SUNUP,DENVER JULESBURG,
996035,7826688,1035.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,JACKSON,,NAM,US,CO,JACKSON,MCCALLUM,NORTH PARK,
996034,7778809,5437.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,CHEYENNE,,NAM,US,CO,CHEYENNE,MAYFIELD,LAS ANIMAS ARCH,
996033,7778505,4297.0,,2018-12-11 06:22:02.833,2019-03-16 05:31:58.860,,NAM,US,CO,BACA,,NAM,US,CO,BACA,FLANK NORTHWEST,ANADARKO BASIN,
996032,7778497,4036.0,,2018-12-11 06:22:02.833,2019-04-05 06:37:00.317,,NAM,US,CO,BACA,,NAM,US,CO,BACA,CAMPO,ANADARKO BASIN,
996031,7778460,7595.0,,2018-12-11 06:22:02.833,2019-04-05 06:37:00.317,,NAM,US,CO,BOULDER,,NAM,US,CO,BOULDER,WATTENBERG,DENVER JULESBURG,
996030,7778292,3145.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,BACA,,NAM,US,CO,BACA,GREENWOOD,ANADARKO BASIN,
996029,7778252,1259.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,TOTEM,DENVER JULESBURG,
996028,7778237,3169.0,,2018-12-11 06:22:02.833,2019-03-16 05:31:58.860,,NAM,US,CO,BACA,,NAM,US,CO,BACA,GREENWOOD,ANADARKO BASIN,
996027,7778080,4627.0,,2018-12-11 06:22:02.833,2019-06-05 04:03:06.393,,NAM,US,CO,BENT,,NAM,US,CO,BENT,MCCLAVE,LAS ANIMAS ARCH,
996026,7777979,7184.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,LONGBRANCH,DENVER JULESBURG,
996025,7777775,7940.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,SPINDLE,DENVER JULESBURG,
996024,7777403,5686.0,,2018-12-11 06:22:02.833,2019-06-05 04:03:06.393,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WILDCAT,DENVER JULESBURG,
996023,7777271,4947.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,SPINDLE,DENVER JULESBURG,
996022,7777150,4970.0,,2018-12-11 06:22:02.833,2019-06-05 04:03:06.393,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,SPINDLE,DENVER JULESBURG,
996021,7776623,7890.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,BUCKHORN,DENVER JULESBURG,
996020,7776412,7000.0,,2018-12-11 06:22:02.833,2019-06-05 04:03:06.393,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,LONGBRANCH,DENVER JULESBURG,
996019,7776200,7139.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,LONGBRANCH,DENVER JULESBURG,
996018,7776007,6771.0,,2018-12-11 06:22:02.833,2019-03-14 05:57:53.840,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,TRIGGER,DENVER JULESBURG,
996017,7775281,4101.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,CHEYENNE,,NAM,US,CO,CHEYENNE,HARKER RANCH,LAS ANIMAS ARCH,
996016,7775125,3114.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,BACA,,NAM,US,CO,BACA,WALSH,ANADARKO BASIN,
996015,7774492,6643.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,EGRET,DENVER JULESBURG,
996014,7774382,5165.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,CHEYENNE,,NAM,US,CO,CHEYENNE,ARAPAHOE-EAST,LAS ANIMAS ARCH,
996013,7774263,8378.0,,2018-12-11 06:22:02.833,2019-06-05 04:03:06.393,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,SPINDLE,DENVER JULESBURG,
996012,7774218,7900.0,,2018-12-11 06:22:02.833,2019-03-14 05:57:53.840,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,SPINDLE,DENVER JULESBURG,
996011,7774060,7871.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,TRAPPER,DENVER JULESBURG,
996010,7773831,7721.0,,2018-12-11 06:22:02.833,2019-06-05 04:03:06.393,,NAM,US,CO,BOULDER,,NAM,US,CO,BOULDER,WATTENBERG,DENVER JULESBURG,
996009,7772952,6410.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,ARAPAHOE,,NAM,US,CO,ARAPAHOE,PEORIA,DENVER JULESBURG,
996008,7772902,6557.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,ARAPAHOE,,NAM,US,CO,ARAPAHOE,PEORIA,DENVER JULESBURG,
995723,7769844,6369.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,NILE,DENVER JULESBURG,
995722,7823215,5462.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995721,7823138,3060.0,,2018-12-11 06:22:02.833,2019-03-15 04:24:26.943,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995720,7823123,4870.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,SPINDLE,DENVER JULESBURG,
995719,7822866,3247.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995718,7822798,5453.0,,2018-12-11 06:22:02.833,2019-03-15 04:24:26.943,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995717,7822176,3385.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995716,7822031,4570.0,,2018-12-11 06:22:02.833,2019-06-05 04:03:06.393,,NAM,US,CO,WASHINGTON,,NAM,US,CO,WASHINGTON,LINDON,DENVER JULESBURG,
995715,7821914,4384.0,,2018-12-11 06:22:02.833,2019-06-05 04:03:06.393,,NAM,US,CO,WASHINGTON,,NAM,US,CO,WASHINGTON,RODERICK,DENVER JULESBURG,
995714,7821852,2815.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995713,7821814,5561.0,,2018-12-11 06:22:02.833,2019-03-16 05:31:58.860,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995712,7821801,2802.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995711,7821309,2935.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995710,7821028,2833.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995709,7820849,5059.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,WILDCAT,LAS ANIMAS ARCH,
995708,7820320,4490.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,LEFT HAND,LAS ANIMAS ARCH,
995707,7819960,5304.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,HASWELL,LAS ANIMAS ARCH,
995706,7819735,4625.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,MCCLAVE,LAS ANIMAS ARCH,
995705,7819606,5110.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,SALT LAKE,LAS ANIMAS ARCH,
995704,7819528,4850.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,CAVALRY,LAS ANIMAS ARCH,
995703,7819360,5304.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,KIT CARSON,,NAM,US,CO,KIT CARSON,LOOKOUT,LAS ANIMAS ARCH,
995702,7817569,3537.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995701,7817479,3420.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995700,7816903,2838.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995699,7816755,3251.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,PARACHUTE,PICEANCE,
995698,7813837,4650.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,KIT CARSON,,NAM,US,CO,KIT CARSON,SMOKY HILL,LAS ANIMAS ARCH,
995697,7812749,4958.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,PROWERS,,NAM,US,CO,PROWERS,BARREL SPRINGS NORTH,ANADARKO BASIN,
995696,7810430,4422.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LOGAN,,NAM,US,CO,LOGAN,ATWOOD EAST,DENVER JULESBURG,
995695,7806129,5570.0,,2018-12-11 06:22:02.833,2019-03-15 04:24:26.943,,NAM,US,CO,LOGAN,,NAM,US,CO,LOGAN,SABER,DENVER JULESBURG,
995694,7804490,5752.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,MAMM CREEK,PICEANCE,
995693,7802752,4741.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,LARIMER,,NAM,US,CO,LARIMER,MANGY DOG,DENVER JULESBURG,
995692,7801266,8060.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
995691,7801180,7550.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
995690,7800483,2003.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,GRAND VALLEY,PICEANCE,
995689,7799064,7765.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
995688,7798963,7004.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,WELD,,NAM,US,CO,WELD,ROGGEN,DENVER JULESBURG,
995687,7798926,7964.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
995679,7782287,3260.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,BACA,,NAM,US,CO,BACA,PLAYA,ANADARKO BASIN,
995678,7779591,3150.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,BACA,,NAM,US,CO,BACA,WALSH,ANADARKO BASIN,
995675,7907459,7316.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
995674,7903357,4635.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
995673,7830810,5700.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995672,7830682,5706.0,,2018-12-11 06:22:02.833,2019-03-16 05:31:58.860,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995671,7829978,5800.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995670,7829819,5800.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995669,7828244,7900.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995668,7828174,5580.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995667,7820239,7440.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995666,7800189,7691.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995665,7789009,5220.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995664,7788404,5208.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,HASWELL,LAS ANIMAS ARCH,
995663,7775601,8094.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
995656,7772054,6536.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,ARAPAHOE,,NAM,US,CO,ARAPAHOE,PEORIA,DENVER JULESBURG,
995655,7771935,6492.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,ARAPAHOE,,NAM,US,CO,ARAPAHOE,PEORIA,DENVER JULESBURG,
995654,7771275,7950.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,SPINDLE,DENVER JULESBURG,
995653,7771182,5106.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,SPINDLE,DENVER JULESBURG,
995652,7771175,8022.0,,2018-12-11 06:22:02.833,2019-03-16 05:31:58.860,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
995651,7771111,5090.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,SPINDLE,DENVER JULESBURG,
995650,7771110,7750.0,,2018-12-11 06:22:02.833,2019-06-05 04:03:06.393,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,KRAUTHEAD,DENVER JULESBURG,
995649,7771039,5040.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,SPINDLE,DENVER JULESBURG,
995648,7770979,5124.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,SPINDLE,DENVER JULESBURG,
995647,7770612,5170.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,SPINDLE,DENVER JULESBURG,
995646,7770385,8410.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
995645,7770344,5396.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,MOCCASIN,DENVER JULESBURG,
995644,7770329,4930.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,SPINDLE,DENVER JULESBURG,
995643,7770266,6107.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,ANTELOPE FLATS,DENVER JULESBURG,
995642,7770232,7365.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,BENNETT,DENVER JULESBURG,
995641,7769817,6212.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,CAMPANA,DENVER JULESBURG,
995640,7826626,7960.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,SAN MIGUEL,,NAM,US,CO,SAN MIGUEL,ANDY'S MESA,PARADOX,
995639,7826502,3020.0,,2018-12-11 06:22:02.833,2019-03-14 05:57:53.840,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995638,7826293,9536.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,SAN MIGUEL,,NAM,US,CO,SAN MIGUEL,WILDCAT,PARADOX,
995637,7825565,8300.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995636,7825290,5131.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,HASWELL,LAS ANIMAS ARCH,
995635,7824416,5115.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,COLT,LAS ANIMAS ARCH,
995634,7824172,4497.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995633,7823767,2674.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995632,7823525,3979.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995631,7823262,4443.0,,2018-12-11 06:22:02.833,2019-03-15 04:24:26.943,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995630,7822920,4488.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,WELD,,NAM,US,CO,WELD,SPINDLE,DENVER JULESBURG,
995629,7822453,2826.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995628,7822171,2815.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995627,7822114,5510.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995626,7821672,2600.0,,2018-12-11 06:22:02.833,2019-05-02 04:36:03.550,,NAM,US,CO,SEDGWICK,,NAM,US,CO,SEDGWICK,SEDGWICK DRAW,DENVER JULESBURG,
995625,7821258,7748.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995624,7820813,4677.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,MCCLAVE,LAS ANIMAS ARCH,
995623,7820738,5256.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995622,7820480,6000.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995621,7819657,5085.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,JACE,LAS ANIMAS ARCH,
995620,7819326,5552.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,MORGAN,,NAM,US,CO,MORGAN,ADENA,DENVER JULESBURG,
995619,7819324,5349.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,MORGAN,,NAM,US,CO,MORGAN,MOSLEY,DENVER JULESBURG,
995618,7819227,5194.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,DUST DEVIL,LAS ANIMAS ARCH,
995617,7819225,4049.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,LEFT HAND,LAS ANIMAS ARCH,
995616,7818604,1409.0,,2018-12-11 06:22:02.833,2019-03-16 05:31:58.860,,NAM,US,CO,JACKSON,,NAM,US,CO,JACKSON,MCCALLUM,NORTH PARK,
995615,7815943,5904.0,,2018-12-11 06:22:02.833,2018-12-11 06:22:02.833,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995614,7815435,4120.0,,2018-12-11 06:22:02.833,2019-03-14 05:57:53.840,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995613,7815392,3090.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,LA PLATA,,NAM,US,CO,LA PLATA,IGNACIO BLANCO,SAN JUAN,
995612,7813525,7036.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,JACKSON,,NAM,US,CO,JACKSON,WILDCAT,NORTH PARK,
995611,7813403,1528.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,JACKSON,,NAM,US,CO,JACKSON,MCCALLUM,NORTH PARK,
995610,7813081,1536.0,,2018-12-11 06:22:02.833,2019-01-17 06:15:12.173,,NAM,US,CO,JACKSON,,NAM,US,CO,JACKSON,MCCALLUM,NORTH PARK,
995609,7812945,4621.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,PROWERS,,NAM,US,CO,PROWERS,CLYDE,ANADARKO BASIN,
995608,7812930,4685.0,,2018-12-11 06:22:02.833,2019-04-18 04:22:31.880,,NAM,US,CO,PROWERS,,NAM,US,CO,PROWERS,GREAT EXPECTATIONS,ANADARKO BASIN,
