packerid,casingtubingid,packerdepth,packertype,createddate,updateddate,deleteddate,entl_region,entl_country,entl_state,entl_county,entl_offshorecode,region,country,stateprovince,county,field,basinname,district
1042313,9786639,5681.0,,2019-10-09 01:57:04.987,2019-10-09 01:57:04.987,,NAM,US,CO,MORGAN,,NAM,US,CO,MORGAN,ADENA,DENVER JULESBURG,
1042312,9786638,5784.0,,2019-10-09 01:57:04.987,2019-10-09 01:57:04.987,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
1042311,9786637,5585.0,,2019-10-09 01:57:04.987,2019-10-09 01:57:04.987,,NAM,US,CO,MORGAN,,NAM,US,CO,MORGAN,ADENA,DENVER JULESBURG,
1042310,9786627,6352.0,,2019-10-08 12:15:23.320,2019-10-08 12:15:23.320,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
1042309,9786626,5522.0,,2019-10-08 12:15:23.320,2019-10-08 12:15:23.320,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
1042307,9786550,4312.0,,2019-09-28 02:04:40.720,2019-09-28 02:04:40.720,,NAM,US,CO,WASHINGTON,,NAM,US,CO,WASHINGTON,JUSTICE,DENVER JULESBURG,
1042306,9786539,4918.0,,2019-09-27 01:48:09.103,2019-09-27 01:48:09.103,,NAM,US,CO,WASHINGTON,,NAM,US,CO,WASHINGTON,RAGO NORTH,DENVER JULESBURG,
1042305,9786496,7488.0,,2019-09-26 01:27:40.057,2019-09-26 01:27:40.057,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,MAMM CREEK,PICEANCE,
1041601,9758630,10290.0,,2019-08-09 04:01:22.127,2019-08-09 04:01:22.127,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042304,9786403,8039.0,,2019-09-20 02:14:10.227,2019-09-20 02:14:10.227,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042303,9786339,7312.0,,2019-09-19 04:16:25.127,2019-09-19 04:16:25.127,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042302,9786338,4440.0,,2019-09-19 04:16:25.127,2019-09-19 04:16:25.127,,NAM,US,CO,CHEYENNE,,NAM,US,CO,CHEYENNE,LOMA,LAS ANIMAS ARCH,
1042301,9786319,7704.0,,2019-09-19 04:16:25.127,2019-09-19 04:16:25.127,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042300,9786316,5578.0,,2019-09-19 04:16:25.127,2019-09-19 04:16:25.127,,NAM,US,CO,MORGAN,,NAM,US,CO,MORGAN,ADENA,DENVER JULESBURG,
1042299,9786315,6934.0,,2019-09-19 04:16:25.127,2019-09-19 04:16:25.127,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042298,9786271,7101.0,,2019-09-19 04:16:25.127,2019-09-19 04:16:25.127,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042297,9786269,6768.0,,2019-09-19 04:16:25.127,2019-09-19 04:16:25.127,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WILDCAT,DENVER JULESBURG,
1042296,9786268,6942.0,,2019-09-19 04:16:25.127,2019-09-19 04:16:25.127,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WILDCAT,DENVER JULESBURG,
1042295,9786259,7681.0,,2019-09-18 04:02:32.117,2019-09-18 04:02:32.117,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042294,9786258,7790.0,,2019-09-18 04:02:32.117,2019-09-18 04:02:32.117,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042293,9786257,6379.0,,2019-09-18 04:02:32.117,2019-09-18 04:02:32.117,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WILDCAT,DENVER JULESBURG,
1042292,9786253,5609.0,,2019-09-18 04:02:32.117,2019-09-18 04:02:32.117,,NAM,US,CO,MORGAN,,NAM,US,CO,MORGAN,ADENA,DENVER JULESBURG,
1042291,9786251,7471.0,,2019-09-18 04:02:32.117,2019-09-18 04:02:32.117,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042290,9786250,7271.0,,2019-09-18 04:02:32.117,2019-09-18 04:02:32.117,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042289,9786210,7410.0,,2019-09-18 04:02:32.117,2019-09-18 04:02:32.117,,NAM,US,CO,WELD,,NAM,US,CO,WELD,HEREFORD,DENVER JULESBURG,
1042288,9786184,7335.0,,2019-09-18 04:02:32.117,2019-09-18 04:02:32.117,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042287,9786179,5355.0,,2019-09-18 04:02:32.117,2019-09-18 04:02:32.117,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
1042286,9786158,5614.0,,2019-09-17 08:42:48.350,2019-09-17 08:42:48.350,,NAM,US,CO,MORGAN,,NAM,US,CO,MORGAN,ADENA,DENVER JULESBURG,
1042285,9786122,7720.0,,2019-09-17 08:42:48.350,2019-09-17 08:42:48.350,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042284,9786092,7178.0,,2019-09-17 08:42:48.350,2019-09-17 08:42:48.350,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042283,9786091,7812.0,,2019-09-17 08:42:48.350,2019-09-17 08:42:48.350,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
1042282,9786086,6882.0,,2019-09-16 07:49:40.073,2019-09-16 07:49:40.073,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042281,9786065,7484.0,,2019-09-16 07:49:40.073,2019-09-16 07:49:40.073,,NAM,US,CO,WELD,,NAM,US,CO,WELD,HEREFORD,DENVER JULESBURG,
1042280,9786019,7083.0,,2019-09-15 13:52:37.087,2019-09-15 13:52:37.087,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042279,9785997,5746.0,,2019-09-15 13:52:37.087,2019-09-15 13:52:37.087,,NAM,US,CO,WASHINGTON,,NAM,US,CO,WASHINGTON,WILDCAT,DENVER JULESBURG,
1042278,9785994,7019.0,,2019-09-15 13:52:37.087,2019-09-15 13:52:37.087,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042277,9785993,7004.0,,2019-09-15 13:52:37.087,2019-09-15 13:52:37.087,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042276,9785992,7221.0,,2019-09-15 13:52:37.087,2019-09-15 13:52:37.087,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042275,9785719,7111.0,,2019-09-12 07:52:09.647,2019-09-12 07:52:09.647,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042274,9785712,6365.0,,2019-09-10 06:52:52.427,2019-09-10 06:52:52.427,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,,
1042273,9785670,7076.0,,2019-09-08 07:00:15.327,2019-09-08 07:00:15.327,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042272,9785644,7259.0,,2019-09-08 07:00:15.327,2019-09-08 07:00:15.327,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042271,9785610,9120.0,,2019-09-05 04:13:43.870,2019-09-05 04:13:43.870,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042270,9785586,7041.0,,2019-09-05 04:13:43.870,2019-09-05 04:13:43.870,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042269,9785571,11054.0,,2019-09-05 04:13:43.870,2019-09-05 04:13:43.870,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042268,9785564,7200.0,,2019-09-05 04:13:43.870,2019-09-05 04:13:43.870,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042265,9785481,7148.0,,2019-09-05 04:13:43.870,2019-09-05 04:13:43.870,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1042264,9785441,4847.0,,2019-09-04 03:53:50.830,2019-09-04 03:53:50.830,,NAM,US,CO,KIOWA,,NAM,US,CO,KIOWA,RED GIANT,LAS ANIMAS ARCH,
1042248,9785367,4577.0,,2019-09-03 04:18:58.660,2019-09-03 04:18:58.660,,NAM,US,CO,LARIMER,,NAM,US,CO,LARIMER,FORT COLLINS,DENVER JULESBURG,
1042247,9785353,5133.0,,2019-09-03 04:18:58.660,2019-09-03 04:18:58.660,,NAM,US,CO,LARIMER,,NAM,US,CO,LARIMER,FORT COLLINS,DENVER JULESBURG,
1041581,9758395,6980.0,,2019-08-08 08:28:21.313,2019-08-08 08:28:21.313,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041580,9758394,7088.0,,2019-08-08 08:28:21.313,2019-08-08 08:28:21.313,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041579,9758392,7175.0,,2019-08-08 08:28:21.313,2019-08-08 08:28:21.313,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041578,9758390,6930.0,,2019-08-08 08:28:21.313,2019-08-08 08:28:21.313,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041505,9757694,3709.0,,2019-08-03 05:05:33.870,2019-08-03 05:05:33.870,,NAM,US,CO,CHEYENNE,,NAM,US,CO,CHEYENNE,ARAPAHOE,LAS ANIMAS ARCH,
1041493,9757569,9187.0,,2019-08-03 05:05:33.870,2019-08-03 05:05:33.870,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041467,9757388,7164.0,,2019-08-02 04:26:45.280,2019-08-02 04:26:45.280,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041466,9757387,6971.0,,2019-08-02 04:26:45.280,2019-08-02 04:26:45.280,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041465,9757386,7137.0,,2019-08-02 04:26:45.280,2019-08-02 04:26:45.280,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041464,9757385,7404.0,,2019-08-02 04:26:45.280,2019-08-02 04:26:45.280,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041463,9757384,7102.0,,2019-08-02 04:26:45.280,2019-08-02 04:26:45.280,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041462,9757383,6977.0,,2019-08-02 04:26:45.280,2019-08-02 04:26:45.280,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041437,9757129,7348.0,,2019-08-01 04:18:58.203,2019-08-01 04:18:58.203,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041436,9757128,7352.0,,2019-08-01 04:18:58.203,2019-08-01 04:18:58.203,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041435,9757127,6983.0,,2019-08-01 04:18:58.203,2019-08-01 04:18:58.203,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041434,9757126,7064.0,,2019-08-01 04:18:58.203,2019-08-01 04:18:58.203,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041433,9757125,7166.0,,2019-08-01 04:18:58.203,2019-08-01 04:18:58.203,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041432,9757123,6985.0,,2019-08-01 04:18:58.203,2019-08-01 04:18:58.203,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041431,9757124,7257.0,,2019-08-01 04:18:58.203,2019-08-01 04:18:58.203,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041430,9757122,7076.0,,2019-08-01 04:18:58.203,2019-08-01 04:18:58.203,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041429,9757120,7126.0,,2019-08-01 04:18:58.203,2019-08-01 04:18:58.203,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041428,9757121,7074.0,,2019-08-01 04:18:58.203,2019-08-01 04:18:58.203,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041370,9756477,7082.0,,2019-07-27 04:05:39.440,2019-07-27 04:05:39.440,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041369,9756476,7026.0,,2019-07-27 04:05:39.440,2019-07-27 04:05:39.440,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041368,9756475,7302.0,,2019-07-27 04:05:39.440,2019-07-27 04:05:39.440,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041367,9756474,6994.0,,2019-07-27 04:05:39.440,2019-07-27 04:05:39.440,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041366,9756473,7245.0,,2019-07-27 04:05:39.440,2019-07-27 04:05:39.440,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041365,9756472,7177.0,,2019-07-27 04:05:39.440,2019-07-27 04:05:39.440,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041364,9756471,7145.0,,2019-07-27 04:05:39.440,2019-07-27 04:05:39.440,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041363,9756469,7273.0,,2019-07-27 04:05:39.440,2019-07-27 04:05:39.440,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041362,9756466,7163.0,,2019-07-27 04:05:39.440,2019-07-27 04:05:39.440,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041361,9756467,7105.0,,2019-07-27 04:05:39.440,2019-07-27 04:05:39.440,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041360,9756468,7094.0,,2019-07-27 04:05:39.440,2019-07-27 04:05:39.440,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041800,9782008,7250.0,,2019-08-18 05:39:11.893,2019-08-18 05:39:11.893,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041173,9754992,7358.0,,2019-07-18 04:11:58.693,2019-07-18 04:11:58.693,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041172,9754991,7326.0,,2019-07-18 04:11:58.693,2019-07-18 04:11:58.693,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041171,9754990,7340.0,,2019-07-18 04:11:58.693,2019-07-18 04:11:58.693,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041170,9754989,7366.0,,2019-07-18 04:11:58.693,2019-07-18 04:11:58.693,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041169,9754986,7675.0,,2019-07-18 04:11:58.693,2019-07-18 04:11:58.693,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041168,9754984,7142.0,,2019-07-18 04:11:58.693,2019-07-18 04:11:58.693,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1041167,9754979,4408.0,,2019-07-18 04:11:58.693,2019-07-18 04:11:58.693,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
1041842,9782345,3933.0,,2019-08-20 04:27:47.833,2019-08-20 04:27:47.833,,NAM,US,CO,MOFFAT,,NAM,US,CO,MOFFAT,SHELL CREEK,GREEN RIVER,
1041413,9756971,3002.0,,2019-07-30 04:20:07.300,2019-07-30 04:20:07.300,,NAM,US,CO,MOFFAT,,NAM,US,CO,MOFFAT,WEST SIDE CANAL,GREEN RIVER,
1039147,9746466,7475.0,,2019-07-13 04:12:17.283,2019-07-13 04:12:17.283,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1039122,9746248,5754.0,,2019-07-12 08:13:44.360,2019-07-12 08:13:44.360,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1039121,9746245,7230.0,,2019-07-12 08:13:44.360,2019-07-12 08:13:44.360,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1039120,9746244,7458.0,,2019-07-12 08:13:44.360,2019-07-12 08:13:44.360,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1039097,9746011,7620.0,,2019-07-11 07:46:26.003,2019-07-11 07:46:26.003,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1039094,9745931,7349.0,,2019-07-10 04:40:23.940,2019-07-10 04:40:23.940,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038625,9741778,7359.0,,2019-06-18 05:10:14.690,2019-06-18 05:10:14.690,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038624,9741777,7301.0,,2019-06-18 05:10:14.690,2019-06-18 05:10:14.690,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038623,9741773,7259.0,,2019-06-18 05:10:14.690,2019-06-18 05:10:14.690,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038622,9741772,7204.0,,2019-06-18 05:10:14.690,2019-06-18 05:10:14.690,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038621,9741771,7302.0,,2019-06-18 05:10:14.690,2019-06-18 05:10:14.690,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038580,9741522,8625.0,,2019-06-16 06:20:46.683,2019-06-16 06:20:46.683,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038551,9741189,8519.0,,2019-06-15 05:03:39.117,2019-06-15 05:03:39.117,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038550,9741186,8034.0,,2019-06-15 05:03:39.117,2019-06-15 05:03:39.117,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038549,9741184,8504.0,,2019-06-15 05:03:39.117,2019-06-15 05:03:39.117,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038548,9741185,8286.0,,2019-06-15 05:03:39.117,2019-06-15 05:03:39.117,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038547,9741187,8281.0,,2019-06-15 05:03:39.117,2019-06-15 05:03:39.117,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038526,9741004,8211.0,,2019-06-14 04:10:30.660,2019-06-14 04:10:30.660,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038525,9741000,4351.0,,2019-06-14 04:10:30.660,2019-06-14 04:10:30.660,,NAM,US,CO,WASHINGTON,,NAM,US,CO,WASHINGTON,WILDCAT,DENVER JULESBURG,
1038524,9741002,8032.0,,2019-06-14 04:10:30.660,2019-06-14 04:10:30.660,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
1038523,9741001,7952.0,,2019-06-14 04:10:30.660,2019-06-14 04:10:30.660,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
1038522,9741003,7959.0,,2019-06-14 04:10:30.660,2019-06-14 04:10:30.660,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
1038507,9740842,8069.0,,2019-06-13 04:14:14.480,2019-06-13 04:14:14.480,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
1038506,9740839,7961.0,,2019-06-13 04:14:14.480,2019-06-13 04:14:14.480,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
1038505,9740840,7841.0,,2019-06-13 04:14:14.480,2019-06-13 04:14:14.480,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
1038503,9740696,8170.0,,2019-06-12 04:50:32.223,2019-06-12 04:50:32.223,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
1038502,9740693,8046.0,,2019-06-12 04:50:32.223,2019-06-12 04:50:32.223,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
1038920,9744211,5461.0,,2019-06-29 04:57:50.123,2019-06-29 04:57:50.123,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
1038311,9738460,8326.0,,2019-06-01 05:44:03.310,2019-06-05 04:03:06.393,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
1038310,9738458,7713.0,,2019-06-01 05:44:03.310,2019-06-06 05:06:02.317,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038309,9738457,8511.0,,2019-06-01 05:44:03.310,2019-06-01 05:44:03.310,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
1038308,9738455,8036.0,,2019-06-01 05:44:03.310,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038307,9738454,7266.0,,2019-06-01 05:44:03.310,2019-06-06 05:06:02.317,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038306,9738453,8177.0,,2019-06-01 05:44:03.310,2019-06-05 04:03:06.393,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
1038305,9738452,7545.0,,2019-06-01 05:44:03.310,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038304,9738451,7774.0,,2019-06-01 05:44:03.310,2019-06-01 05:44:03.310,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038303,9738450,7338.0,,2019-06-01 05:44:03.310,2019-06-01 05:44:03.310,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038302,9738449,8110.0,,2019-06-01 05:44:03.310,2019-06-01 05:44:03.310,,NAM,US,CO,ADAMS,,NAM,US,CO,ADAMS,WATTENBERG,DENVER JULESBURG,
1038276,9738265,7355.0,,2019-05-31 04:53:51.827,2019-06-09 05:51:26.447,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038275,9738264,7235.0,,2019-05-31 04:53:51.827,2019-06-09 05:51:26.447,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038274,9738246,7625.0,,2019-05-31 04:53:51.827,2019-06-06 05:06:02.317,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038273,9738245,7155.0,,2019-05-31 04:53:51.827,2019-05-31 04:53:51.827,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038272,9738244,7045.0,,2019-05-31 04:53:51.827,2019-06-09 05:51:26.447,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038270,9738065,7084.0,,2019-05-30 04:07:12.387,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038269,9737957,7147.0,,2019-05-29 04:39:08.117,2019-06-09 05:51:26.447,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038268,9737952,7000.0,,2019-05-29 04:39:08.117,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038267,9737951,7096.0,,2019-05-29 04:39:08.117,2019-06-09 05:51:26.447,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038236,9737631,7261.0,,2019-05-26 05:47:39.877,2019-05-26 05:47:39.877,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038235,9737628,7082.0,,2019-05-26 05:47:39.877,2019-05-26 05:47:39.877,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038234,9737627,7223.0,,2019-05-26 05:47:39.877,2019-06-06 05:06:02.317,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038206,9737339,7082.0,,2019-05-25 04:33:44.743,2019-06-06 05:06:02.317,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038205,9737333,7161.0,,2019-05-25 04:33:44.743,2019-06-06 05:06:02.317,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1038204,9737332,7023.0,,2019-05-25 04:33:44.743,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
1037903,9734393,6405.0,,2019-05-09 09:24:01.170,2019-05-09 09:24:01.170,,NAM,US,CO,WELD,,NAM,US,CO,WELD,LILLI,DENVER JULESBURG,
1037898,9734341,5301.0,,2019-05-09 09:24:01.170,2019-05-09 09:24:01.170,,NAM,US,CO,JACKSON,,NAM,US,CO,JACKSON,WILDCAT,NORTH PARK,
1037887,9734103,9363.0,,2019-05-08 04:48:32.370,2019-05-08 04:48:32.370,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
